,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,file_name,utm_hemisphere,utm_zone,area_utm_easting_meters,area_utm_northing_meters,context_number,find_number,shape_description,inclusion_size,inclusion_colors,inclusion_types,porosity,exterior_surface,interior_surface,exterior_decoration,wall_thickness,manufacture,burning,fabric_group_name,encrustation,deterioration,fabric_group_examplar,volume_millimeter_cubed,weight_grams,xrf_group,type_group,xmin
945,945,945,945,945,945,945,478130_4419430_8_1,N,38,478130,4419430,8,1,jar handle,medium,"black, white,  brown and grey",sand and organic,medium,smoothed,smoothed,,,handmade,small interior,brown medium-1,,,0,,,,,21699
946,946,946,946,946,946,946,478130_4419430_8_2,N,38,478130,4419430,8,2,jar handle,medium,"black, white,  brown and grey",sand and organic,medium,smoothed,smoothed,,,handmade,,brown medium-1,,,0,,,,,21701
947,947,947,947,947,947,947,478130_4419430_8_3,N,38,478130,4419430,8,3,jar neck and handle,small,black and white,sand,high,smoothed,rough,,30mm,wheelmade,exterior,yellowish brown medium,small exterior,,0,,,,,25336
948,948,948,948,948,948,948,478130_4419430_8_4,N,38,478130,4419430,8,4,rim,medium,black and white,sand and organic,high,smoothed,smoothed,,5mm,wheelmade,,reddish brown medium-1,large,,0,,,,,36720
949,949,949,949,949,949,949,478130_4419430_8_5,N,38,478130,4419430,8,5,jar base,medium,white and grey,sand and organic,medium,smoothed,striations,,,wheelmade,both sides,brown dark medium-3,partial exterior,,0,,,,,36724
950,950,950,950,950,950,950,478130_4419430_8_6,N,38,478130,4419430,8,6,rim,medium,black and white,sand,medium,,smoothed and deteriorated,,7.5mm,handmade,,black medium,small interior,,0,,,,,38020
951,951,951,951,951,951,951,478130_4419430_8_7,N,38,478130,4419430,8,7,,coarse,black and white,sand,high,rough,porous,,,handmade,interior,brown dark coarse-1,,large interior and exterior,0,,,,,25346
952,952,952,952,952,952,952,478130_4419430_8_8,N,38,478130,4419430,8,8,,coarse,black and white,sand,high,smoothed but deteriorated,rough,,,handmade,small interior,yellow brown coarse-2,,large interior and exterior,0,,,,,25352
953,953,953,953,953,953,953,478130_4419430_8_9,N,38,478130,4419430,8,9,,medium,black and gray,sand,high,smoothed,rough,,,handmade,small exterior,reddish brown medium-2,partial interior,large interior,0,,,,,36734
954,954,954,954,954,954,954,478130_4419430_8_10,N,38,478130,4419430,8,10,,coarse,"black, white,  red and grey",sand,high,rough,porous,,,handmade,exterior,black coarse,small,large interior,0,,,,,38022
955,955,955,955,955,955,955,478130_4419430_8_11,N,38,478130,4419430,8,11,,small,black red and white,sand and organic,medium,smoothed,striations,,,wheelmade,,reddish fine,small interior,,0,,,,,36738
956,956,956,956,956,956,956,478130_4419430_8_12,N,38,478130,4419430,8,12,,medium,"black, white and grey",sand,medium,rough,rough,,,handmade,exterior,grey medium,small exterior,,0,,,,,23262
957,957,957,957,957,957,957,478130_4419430_8_13,N,38,478130,4419430,8,13,,medium,"black, white and grey",sand,high,rough,encrusted,,,handmade,exterior,grey medium,large interior,,0,,,,,23264
958,958,958,958,958,958,958,478130_4419430_8_14,N,38,478130,4419430,8,14,,coarse,"black, white,  red and grey",sand,high,smoothed,smoothed and deteriorated,,,wheelmade,exterior,reddish brown coarse-1,small exterior,,0,,,,,73439
959,959,959,959,959,959,959,478130_4419430_8_15,N,38,478130,4419430,8,15,,medium,"black, white,  red and grey",sand,medium,striations,smoothed,,,wheelmade,,grey medium,partial,partial exterior,0,,,,,23272
960,960,960,960,960,960,960,478130_4419430_8_16,N,38,478130,4419430,8,16,,coarse,black and white,sand,high,smoothed but deteriorated,porous,,,handmade,exterior,brown dark coarse-1,large interior,large interior,0,,,,,23274
961,961,961,961,961,961,961,478130_4419430_8_17,N,38,478130,4419430,8,17,,medium,black and white,sand,medium,smoothed,striations,flat band,,wheelmade,interior,grey medium,,,0,,,,,23276
962,962,962,962,962,962,962,478130_4419430_8_18,N,38,478130,4419430,8,18,,small,"black, white and grey",sand,medium,burnished and cracked,rough,,,handmade,interior,grey fine,partial interior,,0,,,,,23280
963,963,963,963,963,963,963,478130_4419430_8_19,N,38,478130,4419430,8,19,,coarse,black and gray,sand,high,striations,striations,,,wheelmade,,brown medium-2,,,0,,,,,62044
964,964,964,964,964,964,964,478130_4419430_8_20,N,38,478130,4419430,8,20,,coarse,black,sand and organic,high,smoothed but deteriorated,striations,,,wheelmade,both sides,brown dark coarse-2,partial,,0,,,,,25395
965,965,965,965,965,965,965,478130_4419430_8_21,N,38,478130,4419430,8,21,,small,white and grey,sand,medium,smoothed,rough,,,handmade,both sides,black fine,small interior,,0,,,,,38024
966,966,966,966,966,966,966,478130_4419430_8_22,N,38,478130,4419430,8,22,,coarse,"black, white and grey",sand and organic,high,smoothed,striations,,,wheelmade,,grey medium,small,,0,,,,,23292
967,967,967,967,967,967,967,478130_4419430_8_23,N,38,478130,4419430,8,23,,coarse,"black, white,  red and grey",sand,high,smoothed but deteriorated,rough,groove lines,,handmade,exterior,brown dark medium-2,,,0,,,,,23296
968,968,968,968,968,968,968,478130_4419430_8_24,N,38,478130,4419430,8,24,,medium,"black, white,  red and grey",sand,high,smoothed,rough,,,wheelmade,exterior,black medium,partial exterior,,0,,,,,38026
969,969,969,969,969,969,969,478130_4419430_8_25,N,38,478130,4419430,8,25,,small,black red and white,sand,medium,rough,smoothed,,,handmade,both sides,reddish fine,small,,0,,,,,36774
970,970,970,970,970,970,970,478130_4419430_8_26,N,38,478130,4419430,8,26,,coarse,black and gray,sand and organic,medium,smoothed,smoothed,flat band,,wheelmade,exterior,brown dark medium-3,small exterior,,0,,,,,23306
971,971,971,971,971,971,971,478130_4419430_8_27,N,38,478130,4419430,8,27,,medium,"black, white,  red and grey",sand,high,rough,rough,,,handmade,exterior,brown dark medium-1,small interior,,0,,,,,25437
972,972,972,972,972,972,972,478130_4419430_8_28,N,38,478130,4419430,8,28,,medium,"black, white and grey",sand,high,smoothed,encrusted,,,wheelmade,interior,brown light medium-1,partial exterior,partial interior,0,,,,,62050
973,973,973,973,973,973,973,478130_4419430_8_29,N,38,478130,4419430,8,29,,medium,"black, white and grey",sand and organic,medium,smoothed,rough,,,handmade,,black fine,,,0,,,,,38032
974,974,974,974,974,974,974,478130_4419430_8_30,N,38,478130,4419430,8,30,,medium,"black, white and grey",sand,medium,smoothed with encrusted,striations,,,wheelmade,exterior,grey medium,partial exterior,,0,,,,,23310
975,975,975,975,975,975,975,478130_4419430_8_31,N,38,478130,4419430,8,31,,medium,"black, white and grey",sand,high,smoothed,rough,,,handmade,exterior,reddish brown medium-2,,,0,,,,,36782
976,976,976,976,976,976,976,478130_4419430_8_32,N,38,478130,4419430,8,32,,coarse,"black, white and grey",sand and organic,high,smoothed,encrusted,,,handmade,,brown dark medium-2,large interior,,0,,,,,25451
977,977,977,977,977,977,977,478130_4419430_8_33,N,38,478130,4419430,8,33,,medium,black and white,sand and organic,high,rough,rough,,,handmade,exterior,brown dark medium-2,,,0,,,,,25455
978,978,978,978,978,978,978,478130_4419430_8_34,N,38,478130,4419430,8,34,,medium,"black, white,  red and grey",sand,high,smoothed but deteriorated,smoothed,,,handmade,,grey medium,small exterior,,0,,,,,23316
979,979,979,979,979,979,979,478130_4419430_8_35,N,38,478130,4419430,8,35,,medium,"black, white and grey",sand,high,rough,rough,,,handmade,,brown light medium-1,,,0,,,,,62056
980,980,980,980,980,980,980,478130_4419430_8_36,N,38,478130,4419430,8,36,,medium,"black, white and grey",sand,medium,smoothed,striations,impressed,,wheelmade,exterior,slipped grey medium,,,0,,,,,23326
981,981,981,981,981,981,981,478130_4419430_8_37,N,38,478130,4419430,8,37,,coarse,"black, white and grey",sand,high,smoothed,striations,incised lines,,wheelmade,,yellow brown coarse-1,small interior,,0,,,,,25481
982,982,982,982,982,982,982,478130_4419430_8_38,N,38,478130,4419430,8,38,,medium,"black, white,  red and grey",sand,medium,smoothed with encrusted,porous,,,handmade,,brown medium-1,large exterior,large interior,0,,,,,25485
983,983,983,983,983,983,983,478130_4419430_8_39,N,38,478130,4419430,8,39,,coarse,black,sand and organic,high,striations,smoothed,,,wheelmade,,brown dark coarse-1,small exterior,,0,,,,,23336
984,984,984,984,984,984,984,478130_4419430_8_40,N,38,478130,4419430,8,40,,coarse,black and gray,sand and organic,high,smoothed but deteriorated,striations,groove lines,,handmade,both sides,grey coarse-2,,large exterior,0,,,,,23340
985,985,985,985,985,985,985,478130_4419430_8_41,N,38,478130,4419430,8,41,,small,"black, white and grey",sand,medium,smoothed,rough,,,handmade,exterior,grey medium,small exterior,,0,,,,,23346
986,986,986,986,986,986,986,478130_4419430_8_42,N,38,478130,4419430,8,42,,small,black and white,sand and organic,low,smoothed,striations,,,wheelmade,both sides,grey medium,small exterior,small exterior,0,,,,,23350
987,987,987,987,987,987,987,478130_4419430_8_43,N,38,478130,4419430,8,43,,medium,"black, white and grey",sand,high,rough,rough and encrusted,,,handmade,,brown light medium-1,partial interior,,0,,,,,25491
988,988,988,988,988,988,988,478130_4419430_8_44,N,38,478130,4419430,8,44,,medium,"black, white and grey",sand,high,smoothed,rough,,,handmade,interior,grey medium,,,0,,,,,23356
989,989,989,989,989,989,989,478130_4419430_8_45,N,38,478130,4419430,8,45,,medium,"black, white,  red and grey",sand,medium,rough,striations,,,wheelmade,,reddish brown medium-1,small exterior,,0,,,,,37841
990,990,990,990,990,990,990,478130_4419430_8_46,N,38,478130,4419430,8,46,,medium,black and white,sand,medium,smoothed,rough,,,handmade,,brown dark medium-1,,,0,,,,,23362
991,991,991,991,991,991,991,478130_4419430_8_47,N,38,478130,4419430,8,47,,medium,"black, white and grey",sand,medium,rough,smoothed,,,wheelmade,interior,brown light medium-2,,small interior,0,,,,,25489
992,992,992,992,992,992,992,478130_4419430_8_48,N,38,478130,4419430,8,48,,medium,"black, white,  red and grey",sand,high,smoothed with striations,rough,,,wheelmade,exterior,grey medium,,,0,,,,,23370
993,993,993,993,993,993,993,478130_4419430_8_49,N,38,478130,4419430,8,49,,medium,"black, white,  red and grey",sand,medium,smoothed,rough,,,handmade,,grey medium,,,0,,,,,23372
994,994,994,994,994,994,994,478130_4419430_8_50,N,38,478130,4419430,8,50,,medium,black and white,sand,medium,smoothed with encrusted,rough,,,handmade,,black medium,large,,0,,,,,38050
995,995,995,995,995,995,995,478130_4419430_8_51,N,38,478130,4419430,8,51,,medium,black and gray,sand,medium,rough,smoothed,,,handmade,,grey fine,small,partial exterior,0,,,,,23380
996,996,996,996,996,996,996,478130_4419430_8_52,N,38,478130,4419430,8,52,,coarse,black,sand,high,smoothed with striations,porous,,,wheelmade,,brown dark coarse-1,,large interior,0,,,,,23384
997,997,997,997,997,997,997,478130_4419430_8_53,N,38,478130,4419430,8,53,,small,"black, white and grey",sand and organic,medium,smoothed,rough,,,handmade,exterior,grey medium,,,0,,,,,23388
998,998,998,998,998,998,998,478130_4419430_8_54,N,38,478130,4419430,8,54,,coarse,"black, white and grey",sand,high,rough,porous,,,handmade,,brown dark coarse-2,,large interior and exterior,0,,,,,25511
999,999,999,999,999,999,999,478130_4419430_8_55,N,38,478130,4419430,8,55,,medium,black and white,sand,high,rough,porous,,,handmade,,brown dark medium-1,,large interior and exterior,0,,,,,25523
1000,1000,1000,1000,1000,1000,1000,478130_4419430_8_56,N,38,478130,4419430,8,56,,small,black and white,sand,medium,encrusted,striations,,,wheelmade,exterior,grey medium,large interior,,0,,,,,23390
1001,1001,1001,1001,1001,1001,1001,478130_4419430_8_57,N,38,478130,4419430,8,57,,small,"black, white and grey",sand,medium,smoothed,rough,,,wheelmade,both sides,grey medium,small exterior,,0,,,,,23394
1002,1002,1002,1002,1002,1002,1002,478130_4419430_8_58,N,38,478130,4419430,8,58,,medium,"black, white and grey",sand,medium,smoothed with encrusted,striations,,,wheelmade,,grey dark medium,partial exterior,,0,,,,,23396
1003,1003,1003,1003,1003,1003,1003,478130_4419430_8_59,N,38,478130,4419430,8,59,,medium,"black, white and grey",sand,high,burnished,rough,,,handmade,,brown dark coarse-2,partial exterior,,0,,,,,23400
1004,1004,1004,1004,1004,1004,1004,478130_4419430_8_60,N,38,478130,4419430,8,60,,coarse,"black, white and grey",sand,high,rough,rough,,,handmade,interior,brown dark coarse-1,,,0,,,,,23402
1005,1005,1005,1005,1005,1005,1005,478130_4419430_8_61,N,38,478130,4419430,8,61,,medium,"black, white and grey",sand,high,rough,encrusted,,,handmade,,yellowish brown medium,partial interior,,0,,,,,25535
1006,1006,1006,1006,1006,1006,1006,478130_4419430_8_62,N,38,478130,4419430,8,62,,medium,black and gray,sand,medium,smoothed with encrusted,striations,,,wheelmade,,grey medium,partial exterior,,0,,,,,23907
1007,1007,1007,1007,1007,1007,1007,478130_4419430_8_63,N,38,478130,4419430,8,63,,small,white and grey,sand,medium,smoothed,rough,incised lines,,handmade,exterior,black fine,small exterior,partial interior,0,,,,,38052
1008,1008,1008,1008,1008,1008,1008,478130_4419430_8_64,N,38,478130,4419430,8,64,,medium,black,sand,medium,rough,striations,,,wheelmade,,grey dark medium,partial exterior,,0,,,,,23913
1009,1009,1009,1009,1009,1009,1009,478130_4419430_8_65,N,38,478130,4419430,8,65,,medium,"black, white,  red and grey",sand,medium,smoothed,rough,wave line,,wheelmade,,brown dark medium-2,,,0,,,,,23915
1010,1010,1010,1010,1010,1010,1010,478130_4419430_8_66,N,38,478130,4419430,8,66,,medium,"black, white,  red, yellow and grey",sand,medium,smoothed,rough,flat band,,handmade,,brown dark medium-1,,,0,,,,,38056
1011,1011,1011,1011,1011,1011,1011,478130_4419430_8_67,N,38,478130,4419430,8,67,,medium,black and red,sand and organic,medium,encrusted,rough,,,handmade,,reddish medium-1,large exterior,,0,,,,,25551
1012,1012,1012,1012,1012,1012,1012,478130_4419430_8_68,N,38,478130,4419430,8,68,,small,"black, white and red",sand,medium,striations,encrusted,,,wheelmade,,creamy fine,large,,0,,,,,37996
1013,1013,1013,1013,1013,1013,1013,478130_4419430_8_69,N,38,478130,4419430,8,69,,small,black and white,sand,low,encrusted,striations,,,wheelmade,,brown dark fine,large exterior,,0,,,,,69743
1014,1014,1014,1014,1014,1014,1014,478130_4419430_8_70,N,38,478130,4419430,8,70,,small,black,sand and organic,medium,smoothed,rough,,,handmade,,grey fine,large,,0,,,,,23923
1015,1015,1015,1015,1015,1015,1015,478130_4419430_8_71,N,38,478130,4419430,8,71,,medium,black and gray,sand,medium,encrusted,striations,impressed,,wheelmade,,brown light coarse-2,large,,0,,,,,23925
1016,1016,1016,1016,1016,1016,1016,478130_4419430_8_72,N,38,478130,4419430,8,72,,medium,"black, white,  red and grey",sand,medium,encrusted,striations,,,wheelmade,,yellowish brown medium,partial exterior,,0,,,,,38116
1017,1017,1017,1017,1017,1017,1017,478130_4419430_8_73,N,38,478130,4419430,8,73,,small,"black, white,  red and grey",sand,medium,smoothed,impressed,,,wheelmade,,creamy medium,,,0,,,,,38006
1018,1018,1018,1018,1018,1018,1018,478130_4419430_8_74,N,38,478130,4419430,8,74,,small,black and gray,sand,low,encrusted,striations,,,wheelmade,,brown dark fine,large exterior,,0,,,,,23955
1019,1019,1019,1019,1019,1019,1019,478130_4419430_8_75,N,38,478130,4419430,8,75,,small,black and gray,sand,low,encrusted,striations,,,wheelmade,,brown dark fine,large exterior,,0,,,,,23953
1020,1020,1020,1020,1020,1020,1020,478130_4419430_8_76,N,38,478130,4419430,8,76,,small,"black, white and grey",sand,low,encrusted,striations,,,wheelmade,,brown dark fine,large exterior,,0,,,,,23949
1021,1021,1021,1021,1021,1021,1021,478130_4419430_8_77,N,38,478130,4419430,8,77,,,black and gray,sand,medium,rough,porous,,,,,iron,,large interior and exterior,0,,,,,38181
1022,1022,1022,1022,1022,1022,1022,478130_4419430_9_1,N,38,478130,4419430,9,1,,medium,"black, white and grey",sand,medium,smoothed but deteriorated,smoothed,,11mm,handmade,both sides,grey medium,,,0,,,,,21703
1023,1023,1023,1023,1023,1023,1023,478130_4419430_9_2,N,38,478130,4419430,9,2,,medium,black and gray,sand and organic,medium,smoothed,rough,,,wheelmade,interior,brown light medium-2,,,0,,,,,21705
1024,1024,1024,1024,1024,1024,1024,478130_4419430_9_3,N,38,478130,4419430,9,3,rim,medium,"black, white and grey",sand,medium,rough,rough,,,handmade,,grey medium,,,0,,,,,23228
1025,1025,1025,1025,1025,1025,1025,478130_4419430_9_4,N,38,478130,4419430,9,4,,medium,"black, white and grey",sand,medium,rough,rough,,10mm,handmade,exterior,black medium,,,0,,,,,23234
1026,1026,1026,1026,1026,1026,1026,478130_4419430_9_5,N,38,478130,4419430,9,5,,medium,"black, white,  red and grey",sand,medium,smoothed,striations,,,wheelmade,,reddish medium-2,,,0,,,,,73503
1027,1027,1027,1027,1027,1027,1027,478130_4419430_9_6,N,38,478130,4419430,9,6,,medium,"black, white,  brown and grey",sand,medium,smoothed but deteriorated,smoothed,,,handmade,,brown dark medium-3,,,0,,,,,25344
1028,1028,1028,1028,1028,1028,1028,478130_4419430_9_7,N,38,478130,4419430,9,7,,coarse,"black, white,  red and grey",sand,high,smoothed but deteriorated,rough,,,handmade,exterior,reddish brown coarse-1,,large exterior,0,,,,,73435
1029,1029,1029,1029,1029,1029,1029,478130_4419430_9_8,N,38,478130,4419430,9,8,,small,black and white,sand,medium,smoothed,striations,,,wheelmade,exterior,brown fine,,,0,,,,,25356
1030,1030,1030,1030,1030,1030,1030,478130_4419430_9_9,N,38,478130,4419430,9,9,,medium,black and gray,sand and organic,medium,smoothed,smoothed,,,handmade,interior,brown dark medium-1,,,0,,,,,25358
1031,1031,1031,1031,1031,1031,1031,478130_4419430_9_10,N,38,478130,4419430,9,10,,medium,"black, white and grey",sand,medium,rough,smoothed,,,handmade,,grey fine,large interior,,0,,,,,23256
1032,1032,1032,1032,1032,1032,1032,478130_4419430_9_11,N,38,478130,4419430,9,11,,small,"black, white and grey",sand and organic,medium,rough,smoothed,,,handmade,,brown light medium-1,small exterior,,0,,,,,25366
